departamento,provincia,distrito,partido,votos
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Avanza Pais,108
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Podemos Perú,92
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Renovación Popular,275
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Somos Perú,34
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Fuerza Popular,653
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Perú Libre,1657
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,Alianza para el Progreso,255
CAJAMARCA,SAN IGNACIO,TABACONAS,Acción Popular,1071
CAJAMARCA,SAN IGNACIO,TABACONAS,Avanza Pais,116
CAJAMARCA,SAN IGNACIO,TABACONAS,Podemos Perú,50
CAJAMARCA,SAN IGNACIO,TABACONAS,Renovación Popular,202
CAJAMARCA,SAN IGNACIO,TABACONAS,Somos Perú,76
CAJAMARCA,SAN IGNACIO,TABACONAS,Fuerza Popular,375
CAJAMARCA,SAN IGNACIO,TABACONAS,Perú Libre,2830
CAJAMARCA,SAN IGNACIO,TABACONAS,Alianza para el Progreso,246
CAJAMARCA,SAN MARCOS,CHANCAY,Acción Popular,46
CAJAMARCA,SAN MARCOS,CHANCAY,Avanza Pais,22
CAJAMARCA,SAN MARCOS,CHANCAY,Podemos Perú,18
CAJAMARCA,SAN MARCOS,CHANCAY,Renovación Popular,28
CAJAMARCA,SAN MARCOS,CHANCAY,Somos Perú,10
CAJAMARCA,SAN MARCOS,CHANCAY,Fuerza Popular,207
CAJAMARCA,SAN MARCOS,CHANCAY,Perú Libre,463
CAJAMARCA,SAN MARCOS,CHANCAY,Alianza para el Progreso,100
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Acción Popular,65
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Avanza Pais,48
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Podemos Perú,12
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Renovación Popular,30
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Somos Perú,18
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Fuerza Popular,144
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Perú Libre,566
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,Alianza para el Progreso,55
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Acción Popular,104
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Avanza Pais,38
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Podemos Perú,19
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Renovación Popular,57
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Somos Perú,27
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Fuerza Popular,157
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Perú Libre,1155
CAJAMARCA,SAN MARCOS,GREGORIO PITA,Alianza para el Progreso,88
CAJAMARCA,SAN MARCOS,ICHOCAN,Acción Popular,46
CAJAMARCA,SAN MARCOS,ICHOCAN,Avanza Pais,37
CAJAMARCA,SAN MARCOS,ICHOCAN,Podemos Perú,15
CAJAMARCA,SAN MARCOS,ICHOCAN,Renovación Popular,15
CAJAMARCA,SAN MARCOS,ICHOCAN,Somos Perú,13
CAJAMARCA,SAN MARCOS,ICHOCAN,Fuerza Popular,134
CAJAMARCA,SAN MARCOS,ICHOCAN,Perú Libre,395
CAJAMARCA,SAN MARCOS,ICHOCAN,Alianza para el Progreso,76
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Acción Popular,69
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Avanza Pais,28
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Podemos Perú,10
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Renovación Popular,14
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Somos Perú,16
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Fuerza Popular,167
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Perú Libre,566
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,Alianza para el Progreso,74
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Acción Popular,226
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Avanza Pais,82
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Podemos Perú,12
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Renovación Popular,32
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Somos Perú,38
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Fuerza Popular,272
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Perú Libre,2353
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,Alianza para el Progreso,172
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Acción Popular,439
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Avanza Pais,353
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Podemos Perú,81
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Renovación Popular,316
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Somos Perú,73
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Fuerza Popular,703
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Perú Libre,4039
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,Alianza para el Progreso,696
CAJAMARCA,SAN MIGUEL,BOLIVAR,Acción Popular,73
CAJAMARCA,SAN MIGUEL,BOLIVAR,Avanza Pais,15
CAJAMARCA,SAN MIGUEL,BOLIVAR,Podemos Perú,9
CAJAMARCA,SAN MIGUEL,BOLIVAR,Renovación Popular,31
CAJAMARCA,SAN MIGUEL,BOLIVAR,Somos Perú,4
CAJAMARCA,SAN MIGUEL,BOLIVAR,Fuerza Popular,92
CAJAMARCA,SAN MIGUEL,BOLIVAR,Perú Libre,207
CAJAMARCA,SAN MIGUEL,BOLIVAR,Alianza para el Progreso,20
CAJAMARCA,SAN MIGUEL,CALQUIS,Acción Popular,113
CAJAMARCA,SAN MIGUEL,CALQUIS,Avanza Pais,38
CAJAMARCA,SAN MIGUEL,CALQUIS,Podemos Perú,17
CAJAMARCA,SAN MIGUEL,CALQUIS,Renovación Popular,21
CAJAMARCA,SAN MIGUEL,CALQUIS,Somos Perú,12
CAJAMARCA,SAN MIGUEL,CALQUIS,Fuerza Popular,103
CAJAMARCA,SAN MIGUEL,CALQUIS,Perú Libre,1212
CAJAMARCA,SAN MIGUEL,CALQUIS,Alianza para el Progreso,65
CAJAMARCA,SAN MIGUEL,CATILLUC,Acción Popular,70
CAJAMARCA,SAN MIGUEL,CATILLUC,Avanza Pais,44
CAJAMARCA,SAN MIGUEL,CATILLUC,Podemos Perú,7
CAJAMARCA,SAN MIGUEL,CATILLUC,Renovación Popular,45
CAJAMARCA,SAN MIGUEL,CATILLUC,Somos Perú,8
CAJAMARCA,SAN MIGUEL,CATILLUC,Fuerza Popular,91
CAJAMARCA,SAN MIGUEL,CATILLUC,Perú Libre,760
CAJAMARCA,SAN MIGUEL,CATILLUC,Alianza para el Progreso,87
CAJAMARCA,SAN MIGUEL,EL PRADO,Acción Popular,75
CAJAMARCA,SAN MIGUEL,EL PRADO,Avanza Pais,20
CAJAMARCA,SAN MIGUEL,EL PRADO,Podemos Perú,17
CAJAMARCA,SAN MIGUEL,EL PRADO,Renovación Popular,25
CAJAMARCA,SAN MIGUEL,EL PRADO,Somos Perú,22
CAJAMARCA,SAN MIGUEL,EL PRADO,Fuerza Popular,198
CAJAMARCA,SAN MIGUEL,EL PRADO,Perú Libre,479
CAJAMARCA,SAN MIGUEL,EL PRADO,Alianza para el Progreso,85
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Acción Popular,132
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Avanza Pais,33
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Podemos Perú,45
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Renovación Popular,115
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Somos Perú,9
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Fuerza Popular,85
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Perú Libre,434
CAJAMARCA,SAN MIGUEL,LA FLORIDA,Alianza para el Progreso,63
CAJAMARCA,SAN MIGUEL,LLAPA,Acción Popular,70
CAJAMARCA,SAN MIGUEL,LLAPA,Avanza Pais,60
CAJAMARCA,SAN MIGUEL,LLAPA,Podemos Perú,26
CAJAMARCA,SAN MIGUEL,LLAPA,Renovación Popular,47
CAJAMARCA,SAN MIGUEL,LLAPA,Somos Perú,18
CAJAMARCA,SAN MIGUEL,LLAPA,Fuerza Popular,262
CAJAMARCA,SAN MIGUEL,LLAPA,Perú Libre,1238
CAJAMARCA,SAN MIGUEL,LLAPA,Alianza para el Progreso,61
CAJAMARCA,SAN MIGUEL,NANCHOC,Acción Popular,69
CAJAMARCA,SAN MIGUEL,NANCHOC,Avanza Pais,17
CAJAMARCA,SAN MIGUEL,NANCHOC,Podemos Perú,7
CAJAMARCA,SAN MIGUEL,NANCHOC,Renovación Popular,12
CAJAMARCA,SAN MIGUEL,NANCHOC,Somos Perú,2
CAJAMARCA,SAN MIGUEL,NANCHOC,Fuerza Popular,114
CAJAMARCA,SAN MIGUEL,NANCHOC,Perú Libre,161
CAJAMARCA,SAN MIGUEL,NANCHOC,Alianza para el Progreso,33
CAJAMARCA,SAN MIGUEL,NIEPOS,Acción Popular,126
CAJAMARCA,SAN MIGUEL,NIEPOS,Avanza Pais,26
CAJAMARCA,SAN MIGUEL,NIEPOS,Podemos Perú,24
CAJAMARCA,SAN MIGUEL,NIEPOS,Renovación Popular,37
CAJAMARCA,SAN MIGUEL,NIEPOS,Somos Perú,8
CAJAMARCA,SAN MIGUEL,NIEPOS,Fuerza Popular,157
CAJAMARCA,SAN MIGUEL,NIEPOS,Perú Libre,502
CAJAMARCA,SAN MIGUEL,NIEPOS,Alianza para el Progreso,62
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Acción Popular,30
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Avanza Pais,12
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Podemos Perú,10
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Renovación Popular,15
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Somos Perú,9
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Fuerza Popular,236
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Perú Libre,265
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,Alianza para el Progreso,82
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Acción Popular,232
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Avanza Pais,127
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Podemos Perú,53
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Renovación Popular,165
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Somos Perú,63
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Fuerza Popular,513
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Perú Libre,2343
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,Alianza para el Progreso,362
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Acción Popular,84
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Avanza Pais,35
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Podemos Perú,15
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Renovación Popular,34
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Somos Perú,7
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Fuerza Popular,97
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Perú Libre,1153
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,Alianza para el Progreso,51
CAJAMARCA,SAN MIGUEL,TONGOD,Acción Popular,84
CAJAMARCA,SAN MIGUEL,TONGOD,Avanza Pais,24
CAJAMARCA,SAN MIGUEL,TONGOD,Podemos Perú,14
CAJAMARCA,SAN MIGUEL,TONGOD,Renovación Popular,37
CAJAMARCA,SAN MIGUEL,TONGOD,Somos Perú,7
CAJAMARCA,SAN MIGUEL,TONGOD,Fuerza Popular,83
CAJAMARCA,SAN MIGUEL,TONGOD,Perú Libre,770
CAJAMARCA,SAN MIGUEL,TONGOD,Alianza para el Progreso,44
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Acción Popular,57
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Avanza Pais,28
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Podemos Perú,8
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Renovación Popular,36
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Somos Perú,9
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Fuerza Popular,335
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Perú Libre,502
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,Alianza para el Progreso,42
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Acción Popular,102
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Avanza Pais,50
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Podemos Perú,12
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Renovación Popular,18
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Somos Perú,17
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Fuerza Popular,112
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Perú Libre,1029
CAJAMARCA,SAN PABLO,SAN BERNARDINO,Alianza para el Progreso,110
CAJAMARCA,SAN PABLO,SAN LUIS,Acción Popular,12
CAJAMARCA,SAN PABLO,SAN LUIS,Avanza Pais,19
CAJAMARCA,SAN PABLO,SAN LUIS,Podemos Perú,3
CAJAMARCA,SAN PABLO,SAN LUIS,Renovación Popular,6
CAJAMARCA,SAN PABLO,SAN LUIS,Somos Perú,4
CAJAMARCA,SAN PABLO,SAN LUIS,Fuerza Popular,58
CAJAMARCA,SAN PABLO,SAN LUIS,Perú Libre,246
CAJAMARCA,SAN PABLO,SAN LUIS,Alianza para el Progreso,84
CAJAMARCA,SAN PABLO,SAN PABLO,Acción Popular,240
CAJAMARCA,SAN PABLO,SAN PABLO,Avanza Pais,194
CAJAMARCA,SAN PABLO,SAN PABLO,Podemos Perú,49
CAJAMARCA,SAN PABLO,SAN PABLO,Renovación Popular,78
CAJAMARCA,SAN PABLO,SAN PABLO,Somos Perú,70
CAJAMARCA,SAN PABLO,SAN PABLO,Fuerza Popular,338
CAJAMARCA,SAN PABLO,SAN PABLO,Perú Libre,2821
CAJAMARCA,SAN PABLO,SAN PABLO,Alianza para el Progreso,418
CAJAMARCA,SAN PABLO,TUMBADEN,Acción Popular,105
CAJAMARCA,SAN PABLO,TUMBADEN,Avanza Pais,95
CAJAMARCA,SAN PABLO,TUMBADEN,Podemos Perú,17
CAJAMARCA,SAN PABLO,TUMBADEN,Renovación Popular,40
CAJAMARCA,SAN PABLO,TUMBADEN,Somos Perú,16
CAJAMARCA,SAN PABLO,TUMBADEN,Fuerza Popular,71
CAJAMARCA,SAN PABLO,TUMBADEN,Perú Libre,1003
CAJAMARCA,SAN PABLO,TUMBADEN,Alianza para el Progreso,39
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Acción Popular,87
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Avanza Pais,11
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Podemos Perú,13
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Renovación Popular,25
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Somos Perú,10
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Fuerza Popular,73
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Perú Libre,287
CAJAMARCA,SANTA CRUZ,ANDABAMBA,Alianza para el Progreso,33
CAJAMARCA,SANTA CRUZ,CATACHE,Acción Popular,139
CAJAMARCA,SANTA CRUZ,CATACHE,Avanza Pais,44
CAJAMARCA,SANTA CRUZ,CATACHE,Podemos Perú,19
CAJAMARCA,SANTA CRUZ,CATACHE,Renovación Popular,53
CAJAMARCA,SANTA CRUZ,CATACHE,Somos Perú,9
CAJAMARCA,SANTA CRUZ,CATACHE,Fuerza Popular,178
CAJAMARCA,SANTA CRUZ,CATACHE,Perú Libre,1477
CAJAMARCA,SANTA CRUZ,CATACHE,Alianza para el Progreso,189
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Acción Popular,160
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Avanza Pais,23
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Podemos Perú,22
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Renovación Popular,28
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Somos Perú,12
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Fuerza Popular,137
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Perú Libre,811
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,Alianza para el Progreso,109
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Acción Popular,95
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Avanza Pais,12
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Podemos Perú,23
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Renovación Popular,45
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Somos Perú,7
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Fuerza Popular,84
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Perú Libre,318
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Alianza para el Progreso,116
CAJAMARCA,SANTA CRUZ,NINABAMBA,Acción Popular,104
CAJAMARCA,SANTA CRUZ,NINABAMBA,Avanza Pais,20
CAJAMARCA,SANTA CRUZ,NINABAMBA,Podemos Perú,17
CAJAMARCA,SANTA CRUZ,NINABAMBA,Renovación Popular,25
CAJAMARCA,SANTA CRUZ,NINABAMBA,Somos Perú,6
CAJAMARCA,SANTA CRUZ,NINABAMBA,Fuerza Popular,65
CAJAMARCA,SANTA CRUZ,NINABAMBA,Perú Libre,445
CAJAMARCA,SANTA CRUZ,NINABAMBA,Alianza para el Progreso,52
CAJAMARCA,SANTA CRUZ,PULAN,Acción Popular,111
CAJAMARCA,SANTA CRUZ,PULAN,Avanza Pais,12
CAJAMARCA,SANTA CRUZ,PULAN,Podemos Perú,12
CAJAMARCA,SANTA CRUZ,PULAN,Renovación Popular,46
CAJAMARCA,SANTA CRUZ,PULAN,Somos Perú,7
CAJAMARCA,SANTA CRUZ,PULAN,Fuerza Popular,134
CAJAMARCA,SANTA CRUZ,PULAN,Perú Libre,872
CAJAMARCA,SANTA CRUZ,PULAN,Alianza para el Progreso,106
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Acción Popular,263
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Avanza Pais,146
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Podemos Perú,53
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Renovación Popular,155
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Somos Perú,13
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Fuerza Popular,357
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Perú Libre,1812
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,Alianza para el Progreso,431
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Acción Popular,38
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Avanza Pais,10
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Podemos Perú,6
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Renovación Popular,14
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Somos Perú,5
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Fuerza Popular,124
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Perú Libre,405
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,Alianza para el Progreso,88
CAJAMARCA,SANTA CRUZ,SEXI,Acción Popular,12
CAJAMARCA,SANTA CRUZ,SEXI,Avanza Pais,6
CAJAMARCA,SANTA CRUZ,SEXI,Podemos Perú,1
CAJAMARCA,SANTA CRUZ,SEXI,Renovación Popular,5
CAJAMARCA,SANTA CRUZ,SEXI,Somos Perú,1
CAJAMARCA,SANTA CRUZ,SEXI,Fuerza Popular,15
CAJAMARCA,SANTA CRUZ,SEXI,Perú Libre,102
CAJAMARCA,SANTA CRUZ,SEXI,Alianza para el Progreso,13
CAJAMARCA,SANTA CRUZ,UTICYACU,Acción Popular,86
CAJAMARCA,SANTA CRUZ,UTICYACU,Avanza Pais,10
CAJAMARCA,SANTA CRUZ,UTICYACU,Podemos Perú,3
CAJAMARCA,SANTA CRUZ,UTICYACU,Renovación Popular,17
CAJAMARCA,SANTA CRUZ,UTICYACU,Somos Perú,1
CAJAMARCA,SANTA CRUZ,UTICYACU,Fuerza Popular,33
CAJAMARCA,SANTA CRUZ,UTICYACU,Perú Libre,205
CAJAMARCA,SANTA CRUZ,UTICYACU,Alianza para el Progreso,71
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Acción Popular,106
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Avanza Pais,15
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Podemos Perú,16
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Renovación Popular,26
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Somos Perú,19
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Fuerza Popular,108
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Perú Libre,684
CAJAMARCA,SANTA CRUZ,YAUYUCAN,Alianza para el Progreso,172
CALLAO,CALLAO,BELLAVISTA,Acción Popular,2931
CALLAO,CALLAO,BELLAVISTA,Avanza Pais,9749
CALLAO,CALLAO,BELLAVISTA,Podemos Perú,3371
CALLAO,CALLAO,BELLAVISTA,Renovación Popular,7414
CALLAO,CALLAO,BELLAVISTA,Somos Perú,740
CALLAO,CALLAO,BELLAVISTA,Fuerza Popular,5253
CALLAO,CALLAO,BELLAVISTA,Perú Libre,992
CALLAO,CALLAO,BELLAVISTA,Alianza para el Progreso,1705
CALLAO,CALLAO,CALLAO,Acción Popular,17834
CALLAO,CALLAO,CALLAO,Avanza Pais,37752
CALLAO,CALLAO,CALLAO,Podemos Perú,24442
CALLAO,CALLAO,CALLAO,Renovación Popular,36013
CALLAO,CALLAO,CALLAO,Somos Perú,4395
CALLAO,CALLAO,CALLAO,Fuerza Popular,35454
CALLAO,CALLAO,CALLAO,Perú Libre,10933
CALLAO,CALLAO,CALLAO,Alianza para el Progreso,11798
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Acción Popular,1817
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Avanza Pais,4672
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Podemos Perú,2724
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Renovación Popular,4552
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Somos Perú,516
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Fuerza Popular,4383
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Perú Libre,1186
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,Alianza para el Progreso,1371
CALLAO,CALLAO,LA PERLA,Acción Popular,2450
CALLAO,CALLAO,LA PERLA,Avanza Pais,7275
CALLAO,CALLAO,LA PERLA,Podemos Perú,2672
CALLAO,CALLAO,LA PERLA,Renovación Popular,6293
CALLAO,CALLAO,LA PERLA,Somos Perú,566
CALLAO,CALLAO,LA PERLA,Fuerza Popular,3867
CALLAO,CALLAO,LA PERLA,Perú Libre,636
CALLAO,CALLAO,LA PERLA,Alianza para el Progreso,1271
CALLAO,CALLAO,LA PUNTA,Acción Popular,222
CALLAO,CALLAO,LA PUNTA,Avanza Pais,1135
CALLAO,CALLAO,LA PUNTA,Podemos Perú,119
CALLAO,CALLAO,LA PUNTA,Renovación Popular,1067
CALLAO,CALLAO,LA PUNTA,Somos Perú,44
CALLAO,CALLAO,LA PUNTA,Fuerza Popular,319
CALLAO,CALLAO,LA PUNTA,Perú Libre,35
CALLAO,CALLAO,LA PUNTA,Alianza para el Progreso,43
CALLAO,CALLAO,MI PERU,Acción Popular,1177
CALLAO,CALLAO,MI PERU,Avanza Pais,2349
CALLAO,CALLAO,MI PERU,Podemos Perú,2138
CALLAO,CALLAO,MI PERU,Renovación Popular,2476
CALLAO,CALLAO,MI PERU,Somos Perú,415
CALLAO,CALLAO,MI PERU,Fuerza Popular,3609
CALLAO,CALLAO,MI PERU,Perú Libre,1877
CALLAO,CALLAO,MI PERU,Alianza para el Progreso,1216
CALLAO,CALLAO,VENTANILLA,Acción Popular,8534
CALLAO,CALLAO,VENTANILLA,Avanza Pais,15988
CALLAO,CALLAO,VENTANILLA,Podemos Perú,12775
CALLAO,CALLAO,VENTANILLA,Renovación Popular,20251
CALLAO,CALLAO,VENTANILLA,Somos Perú,2770
CALLAO,CALLAO,VENTANILLA,Fuerza Popular,26814
CALLAO,CALLAO,VENTANILLA,Perú Libre,18091
CALLAO,CALLAO,VENTANILLA,Alianza para el Progreso,8513
CUSCO,ACOMAYO,ACOMAYO,Acción Popular,136
CUSCO,ACOMAYO,ACOMAYO,Avanza Pais,73
CUSCO,ACOMAYO,ACOMAYO,Podemos Perú,6
CUSCO,ACOMAYO,ACOMAYO,Renovación Popular,58
CUSCO,ACOMAYO,ACOMAYO,Somos Perú,3
CUSCO,ACOMAYO,ACOMAYO,Fuerza Popular,67
CUSCO,ACOMAYO,ACOMAYO,Perú Libre,949
CUSCO,ACOMAYO,ACOMAYO,Alianza para el Progreso,20
CUSCO,ACOMAYO,ACOPIA,Acción Popular,102
CUSCO,ACOMAYO,ACOPIA,Avanza Pais,20
CUSCO,ACOMAYO,ACOPIA,Podemos Perú,13
CUSCO,ACOMAYO,ACOPIA,Renovación Popular,31
CUSCO,ACOMAYO,ACOPIA,Somos Perú,8
CUSCO,ACOMAYO,ACOPIA,Fuerza Popular,35
CUSCO,ACOMAYO,ACOPIA,Perú Libre,543
CUSCO,ACOMAYO,ACOPIA,Alianza para el Progreso,22
CUSCO,ACOMAYO,ACOS,Acción Popular,68
CUSCO,ACOMAYO,ACOS,Avanza Pais,24
CUSCO,ACOMAYO,ACOS,Podemos Perú,5
CUSCO,ACOMAYO,ACOS,Renovación Popular,17
CUSCO,ACOMAYO,ACOS,Somos Perú,14
CUSCO,ACOMAYO,ACOS,Fuerza Popular,39
CUSCO,ACOMAYO,ACOS,Perú Libre,377
CUSCO,ACOMAYO,ACOS,Alianza para el Progreso,10
CUSCO,ACOMAYO,MOSOC LLACTA,Acción Popular,54
CUSCO,ACOMAYO,MOSOC LLACTA,Avanza Pais,9
CUSCO,ACOMAYO,MOSOC LLACTA,Podemos Perú,5
CUSCO,ACOMAYO,MOSOC LLACTA,Renovación Popular,13
CUSCO,ACOMAYO,MOSOC LLACTA,Somos Perú,1
